HIP,n_HD,HD,DM,GC,HR,RAJ2000,DEJ2000,Vmag_viz,Fl,Bayer,Cst,SimbadName,RAhms,DEdms,Vmag_hip,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA_icrs,_DE_icrs,distance,x,y,z
50801,M,89758,BD+42  2115 ,14232.0,4069.0,155.58249999999998,41.49944444444444,3.06,34.0,mu.,UMa,HD  89758,10 22 19.80,+41 29 58.0,3.06,155.58251355,41.4994335,13.11,-80.47,34.1,0.75,1.603,Y,155.58225241,41.49951638,76.27765064836002,-52.01930252579093,23.616162579264028,-50.542546613652824
50847,X,90264,CP-66  1243 ,14283.0,4089.0,155.74241666666666,-66.90152777777777,4.97,,L,Car,HD  90264,10 22 58.18,-66 54 05.5,4.97,155.74241361,-66.90152522,7.59,-22.84,11.04,0.5,-0.128, ,155.74227211,-66.90149839,131.75230566534916,-47.124426756738394,21.235509589561833,121.18998136585392
50851, ,89962,BD+07  2289 ,14255.0,4077.0,155.75191666666663,6.542888888888888,6.06,43.0, ,Leo,HD  89962,10 23 00.46,+06 32 34.4,6.06,155.7519036,6.5428835,14.22,-16.27,-98.74,1.02,1.119, ,155.7518638,6.54264351,70.32348804500704,-63.7016343063088,28.6929305587576,-8.013145042482646
50860, ,89904,BD+34  2120 ,14252.0,4075.0,155.77641666666665,33.90816666666666,5.89,27.0, ,LMi,HD  89904,10 23 06.34,+33 54 29.4,5.89,155.776407,33.90815509,14.18,-14.13,-4.29,0.85,0.147, ,155.77636562,33.90814466,70.52186177715092,-53.37505542393589,24.014112781914317,-39.341566241125314
50885, ,90044,BD-03  2911 ,14268.0,4082.0,155.8604583333333,-4.074055555555555,5.93,25.0, ,Sex,HD  90044,10 23 26.51,-04 04 26.6,5.93,155.86045025,-4.07404512,9.28,-50.51,4.24,0.72,-0.048,P,155.86032717,-4.07403481,107.75862068965517,-98.08687386974105,43.95764218575533,7.655795247235398
50935, ,90040,BD+34  2123 ,14280.0,4081.0,156.03587499999998,33.71852777777777,5.52,28.0, ,LMi,HD  90040,10 24 08.61,+33 43 06.7,5.52,156.03589322,33.71853542,7.97,-15.65,-1.93,0.78,1.186, ,156.03584749,33.71853073,125.47051442910916,-95.36708183124908,42.38863075787185,-69.65036738287843
50954, ,90589,CP-73   733 ,14323.0,4102.0,156.09891666666664,-74.03155555555554,3.99,,I,Car,HD  90589,10 24 23.74,-74 01 53.6,3.99,156.09891874,-74.03154474,61.67,-16.12,-27.63,0.49,0.369, ,156.09877632,-74.0316119,16.21533971136695,-4.078423527241497,1.8074007957222307,15.589644186160879
51008, ,90254,BD+09  2351 ,14301.0,4088.0,156.31329166666666,8.784944444444443,5.61,44.0, ,Leo,HD  90254,10 25 15.19,+08 47 05.8,5.61,156.31328707,8.78493853,4.63,10.54,-38.65,0.84,1.63,P,156.31331299,8.78484459,215.98272138228944,-195.4670988863821,85.7499801577688,-32.9862106278251
51047, ,90250,BD+36  2065 ,14312.0,,156.43749999999997,35.42558333333333,6.49,29.0, ,LMi,HD  90250,10 25 45.00,+35 25 32.1,6.49,156.43749608,35.42557117,7.9,-107.01,-58.05,0.87,1.089, ,156.4371769,35.42543008,126.58227848101265,-94.54797371464788,41.233322129331846,-73.37279494524958
51056, ,90277,BD+34  2128 ,14315.0,4090.0,156.47862499999997,33.79624999999999,4.72,30.0, ,LMi,HD  90277,10 25 54.87,+33 47 46.5,4.72,156.47861301,33.79626364,15.76,-75.28,-59.0,0.8,0.26,P,156.47839283,33.79612024,63.45177664974619,-48.3485020555374,21.043977701944453,-35.294494067418455
51069, ,90432,BD-16  3052 ,14326.0,4094.0,156.52295833333332,-16.83608333333333,3.83,42.0,mu.,Hya,HD  90432,10 26 05.51,-16 50 09.9,3.83,156.52293768,-16.83609584,13.14,-128.51,-80.06,0.79,1.456, ,156.52261134,-16.83629043,76.10350076103501,-66.81166266128861,29.018710490308465,22.04220955346108
51117, ,90473,BD-00  2341 ,14333.0,,156.65391666666665,-0.9880833333333332,6.33,26.0, ,Sex,HD  90473,10 26 36.94,-00 59 17.1,6.33,156.65392802,-0.98807769,4.32,-48.52,9.19,0.75,1.443, ,156.65381007,-0.98805535,231.48148148148147,-212.49801439615942,91.71878710074809,3.9917714512138858
51135, ,90485,BD-03  2921 ,14338.0,,156.69541666666663,-4.388333333333333,6.55,27.0, ,Sex,HD  90485,10 26 46.90,-04 23 18.0,6.55,156.69541167,-4.38833591,5.18,-44.5,-1.37,0.83,0.92, ,156.69530319,-4.38833924,193.05019305019306,-176.78036089358127,76.15041634145649,14.77142952035486
51172, ,90610,CD-30  8465 ,14352.0,4104.0,156.78816666666663,-31.06780555555555,4.28,,alf,Ant,HD  90610,10 27 09.16,-31 04 04.1,4.28,156.78814953,-31.06780228,8.9,-80.42,9.63,0.68,1.429, ,156.78792133,-31.06777887,112.35955056179776,-88.45194104532882,37.93217611444597,57.98338333510314
51192, ,90772,CP-57  3256 ,14373.0,4110.0,156.85199999999998,-57.63880555555555,4.65,,P,Car,HD  90772,10 27 24.48,-57 38 19.7,4.65,156.85199279,-57.63881373,-0.01,-6.71,3.72,0.54,0.474, ,156.85196232,-57.63880469,-99999.99999999999,49216.27893544382,-21041.27205298426,-84469.06391183041
51213, ,90569,BD+10  2152 ,14361.0,4101.0,156.91245833333332,9.762416666666663,6.01,45.0, ,Leo,HD  90569,10 27 38.99,+09 45 44.7,6.01,156.91244127,9.7624114,8.47,7.85,-6.27,0.83,-0.043, ,156.91246063,9.76239616,118.06375442739079,-107.03493787252553,45.62676465885147,-20.01925400412361
51232, ,90853,CP-58  2227 ,14388.0,4114.0,156.96979166666665,-58.739416666666656,3.81,,s,Car,HD  90853,10 27 52.75,-58 44 21.9,3.81,156.96977108,-58.73940856,3.13,-13.25,2.21,0.53,0.317, ,156.96970902,-58.73940319,319.4888178913738,-152.57881301600864,64.86082421121486,273.1041633862347
51233, ,90537,BD+37  2080 ,14358.0,4100.0,156.97120833333332,36.707472222222215,4.2,31.0,bet,LMi,HD  90537,10 27 53.09,+36 42 26.9,4.2,156.97121865,36.70747818,22.34,-127.52,-109.62,0.87,0.908, ,156.97083204,36.70721174,44.76275738585497,-33.02637058449955,14.038453084815256,-26.756029783689083
51362, ,90882,BD-02  3155 ,14403.0,4116.0,157.3697083333333,-2.739055555555556,5.19,29.0,del,Sex,HD  90882,10 29 28.73,-02 44 20.6,5.19,157.36971129,-2.73904701,10.87,-48.78,-12.76,0.72,-0.05, ,157.36959259,-2.73907802,91.99632014719411,-84.81622909052864,35.35821140510009,4.3962586047964125
51376, ,90972,CD-29  8383 ,14421.0,4118.0,157.39749999999998,-30.60708333333333,5.57,,del,Ant,HD  90972,10 29 35.40,-30 36 25.5,5.57,157.39749325,-30.60707101,6.78,-29.27,2.44,0.74,-0.041, ,157.39741059,-30.60706508,147.49262536873155,-117.19370145691197,48.78902924723386,75.09554914974484
51401, ,90633,BD+66   671 ,14394.0,4106.0,157.47679166666666,65.62630555555555,6.32,35.0, ,UMa,HD  90633,10 29 54.43,+65 37 34.7,6.32,157.47678657,65.62630441,10.41,5.21,-29.16,0.59,1.141, ,157.47681725,65.62623353,96.06147934678194,-36.61944288438761,15.185650909237415,-87.49982984893207
51420, ,90840,BD+39  2357 ,14417.0,4113.0,157.52691666666664,38.92513888888888,5.79,32.0, ,LMi,HD  90840,10 30 06.46,+38 55 30.5,5.79,157.52691646,38.925143,4.29,-15.68,-4.62,0.7,0.087, ,157.52686747,38.92513177,233.10023310023308,-167.57297898981395,69.3187885782492,-146.45791523132633
51437, ,90994,BD+00  2663 ,14431.0,4119.0,157.57291666666666,-0.6369722222222222,5.08,30.0,bet,Sex,HD  90994,10 30 17.50,-00 38 13.1,5.08,157.57292935,-0.63697208,9.46,-40.12,-22.17,1.16,-0.138, ,157.57283183,-0.63702597,105.70824524312894,-97.70704848568755,40.325981483684565,1.17516210563696
51438,X,91375,CP-71  1034 ,14457.0,4138.0,157.58366666666666,-71.99272222222221,4.72,,K,Car,HD  91375,10 30 20.08,-71 59 33.8,4.72,157.58364619,-71.99271995,12.6,27.94,-30.04,0.47,0.042, ,157.58386587,-71.99279296,79.36507936507937,-22.68083567327509,9.355930805233509,75.47756007287809
51451, ,91011,BD+02  2325 ,14434.0,,157.629,2.1503055555555552,6.98,31.0, ,Sex,HD  91011,10 30 30.96,+02 09 01.1,6.98,157.62900136,2.15029644,6.76,59.25,-38.22,1.0,1.03, ,157.62914547,2.15020354,147.92899408284023,-136.69935266438293,56.262480190159295,-5.550458931617795
51459, ,90839,BD+56  1459 ,14427.0,4112.0,157.6573333333333,55.9806111111111,4.82,36.0, ,UMa,HD  90839,10 30 37.76,+55 58 50.2,4.82,157.65735143,55.98061759,77.82,-177.02,-33.45,0.65,0.541, ,157.65658239,55.98053629,12.850167052171681,-6.649601757194447,2.732986908705986,-10.650839041891341
51523, ,91324,CP-53  3909 ,14464.0,4134.0,157.84262499999997,-53.716,4.89,,Y,Vel,HD  91324,10 31 22.23,-53 42 57.6,4.89,157.84264509,-53.7159928,45.72,-418.76,209.46,0.51,0.5, ,157.84092521,-53.71548368,21.872265966754156,-11.987869390354785,4.881758446073409,17.631093002829346
51556,X,91130,BD+33  1999 ,14455.0,4124.0,157.96399999999997,32.379527777777774,5.9,33.0, ,LMi,HD  91130,10 31 51.36,+32 22 46.3,5.9,157.96401631,32.3795376,13.33,17.1,6.89,0.76,0.114, ,157.96406552,32.37955435,75.01875468867217,-58.7266131692586,23.770025090978915,-40.174424300563025
51561, ,91355,CD-44  6583 ,14478.0,4135.0,157.98937499999997,-45.06672222222222,5.76,,s,Vel,HD  91355,10 31 57.45,-45 04 00.2,5.76,157.98937004,-45.06671373,7.04,-15.4,1.41,2.27,-0.194, ,157.98931704,-45.0667103,142.04545454545453,-93.01207240774133,37.59938190868839,100.55820216932317
51576, ,91465,CP-61  1704 ,14489.0,4140.0,158.00616666666664,-61.6853611111111,3.3,,p,Car,HD  91465,10 32 01.48,-61 41 07.3,3.3,158.0061825,-61.68536031,6.56,-16.59,11.42,0.49,-0.089,P,158.00609749,-61.68533255,152.4390243902439,-67.04186253275896,27.078277574467183,134.20063974805834
51585, ,91232,BD+14  2255 ,14468.0,4127.0,158.04916666666665,14.13722222222222,5.43,46.0, ,Leo,HD  91232,10 32 11.80,+14 08 14.0,5.43,158.04916002,14.13720956,3.01,-40.94,24.71,0.94,1.696,P,158.04905741,14.13726962,332.2259136212625,-298.80868241454084,120.42837747014435,-81.14453090059168
51614, ,91369,BD-16  3078 ,14490.0,,158.17174999999995,-16.958805555555553,7.81,,phi01,Hya,HD  91369,10 32 41.17,-16 57 30.7,7.62,158.17155215,-16.95851436,13.36,-19.83,-86.97,0.89,0.618, ,158.17150176,-16.95872575,74.85029940119762,-66.46220869359001,26.62100635738118,21.83263970615749
51624, ,91316,BD+10  2166 ,14487.0,4133.0,158.2028333333333,9.306583333333332,3.84,47.0,rho,Leo,HD  91316,10 32 48.68,+09 18 23.7,3.84,158.20281305,9.30659431,0.57,-5.57,-3.59,0.82,-0.148,P,158.20279933,9.30658558,1754.3859649122808,-1607.513019229421,642.8671274407437,-283.7144045430059
51635, ,91504,CD-46  6205 ,14505.0,4143.0,158.23699999999997,-47.003361111111104,5.02,,t,Vel,HD  91504,10 32 56.88,-47 00 12.1,5.02,158.23700305,-47.00336923,3.38,-24.04,6.83,0.71,1.045, ,158.23691737,-47.00335263,295.85798816568047,-187.38147606882742,74.80691572596795,216.38867102341405
51685, ,91365,BD+35  2154 ,14501.0,4137.0,158.37887499999997,34.98869444444444,5.57,34.0, ,LMi,HD  91365,10 33 30.93,+34 59 19.3,5.57,158.3788815,34.98870207,6.18,-28.7,-3.08,0.77,0.029, ,158.37879635,34.98869458,161.81229773462783,-123.23985038225699,48.846677788712064,-92.78556485210672
51718, ,91550,BD-22  2946 ,14524.0,4145.0,158.50370833333332,-23.745222222222218,5.08,44.0, ,Hya,HD  91550,10 34 00.89,-23 44 42.8,5.08,158.50371309,-23.74521609,5.15,-10.44,21.15,0.67,1.596, ,158.50368537,-23.74516468,194.17475728155338,-165.37375452089597,65.13009038732234,78.18841990443238
51775, ,91612,BD+07  2330 ,14533.0,4146.0,158.70029166666666,6.95361111111111,5.07,48.0, ,Leo,HD  91612,10 34 48.07,+06 57 13.0,5.07,158.70030655,6.95361136,10.23,-100.19,56.6,0.78,0.921, ,158.70006123,6.95374893,97.75171065493645,-90.4046925714365,35.24678659154549,-11.8343792401849
51802,X,91636,BD+09  2374 ,14541.0,4148.0,158.75912499999998,8.650444444444442,5.67,49.0, ,Leo,HD  91636,10 35 02.19,+08 39 01.6,5.67,158.75912532,8.65043904,7.05,-52.74,-5.56,0.99,0.059, ,158.75899566,8.65042553,141.84397163120568,-130.7039322165277,50.80401686900306,-21.334157148236724
51814, ,91480,BD+57  1277 ,14527.0,4141.0,158.7900833333333,57.08255555555555,5.16,37.0, ,UMa,HD  91480,10 35 09.62,+57 04 57.2,5.16,158.79009325,57.08254651,37.8,65.65,37.11,0.61,0.349, ,158.79038688,57.08263671,26.455026455026456,-13.40261261250229,5.201199704380897,-22.207789658822243
51821, ,91793,CD-38  6579 ,14552.0,4153.0,158.80366666666666,-39.56258333333333,5.5,,U,Ant,HD  91793,10 35 12.88,-39 33 45.3,5.5,158.80364609,-39.5625967,3.9,-32.17,3.29,0.67,3.015, ,158.80354467,-39.5625887,256.4102564102564,-184.3009272906001,71.4720500219409,163.3129935365204
51839, ,92305,CP-77   622 ,14604.0,4174.0,158.8675833333333,-78.60780555555554,4.11,,gam,Cha,HD  92305,10 35 28.22,-78 36 28.1,4.11,158.86757668,-78.60781379,7.89,-38.0,11.53,0.49,1.58, ,158.86710909,-78.60778577,126.7427122940431,-23.351110354205257,9.025625554633004,124.2456391517379
51849, ,91942,CP-56  3544 ,14570.0,4159.0,158.897125,-57.55763888888888,4.45,,r,Car,HD  91942,10 35 35.31,-57 33 27.5,4.45,158.89714422,-57.55763551,2.37,-15.43,-0.16,0.52,1.604, ,158.89707431,-57.5576359,421.94092827004215,-211.17049253608397,81.49608561702277,356.08925574995305
51905, ,91880,BD-15  3087 ,14578.0,4156.0,159.06949999999998,-16.34433333333333,6.01,,phi02,Hya,HD  91880,10 36 16.68,-16 20 39.6,6.01,159.0694889,-16.34433285,3.37,-30.43,2.93,0.75,1.638, ,159.06941182,-16.34432573,296.7359050445104,-265.955161956643,101.7206527561082,83.50423925808661
51912, ,92063,CP-58  2371 ,14594.0,4164.0,159.08566666666664,-59.56430555555555,5.08,,t01,Car,HD  92063,10 36 20.56,-59 33 51.5,5.08,159.08568462,-59.56429542,12.14,-39.9,-39.92,0.5,1.172, ,159.08549318,-59.56439245,82.37232289950576,-38.97822665258205,14.895511283000955,71.02127266177631
51914, ,91752,BD+37  2100 ,14567.0,4150.0,159.08912499999997,36.327,6.29,35.0, ,LMi,HD  91752,10 36 21.39,+36 19 37.2,6.29,159.08914483,36.32700891,21.6,36.92,-33.84,0.75,0.436, ,159.08925621,36.32692666,46.29629629629629,-34.84196922124914,13.312432313871529,-27.42559712072966
51986, ,92139,CD-47  6042A,14614.0,4167.0,159.32608333333332,-48.22561111111111,3.84,,p,Vel,HD  92139,10 37 18.26,-48 13 32.2,3.84,159.32606984,-48.22561631,37.71,-131.48,-1.58,0.51,0.3, ,159.32559015,-48.22562015,26.518164942985944,-16.528750494502543,6.237096890244083,19.77655433627401
52009, ,92055,BD-12  3218 ,14611.0,4163.0,159.38854166666664,-13.384444444444442,4.89,,U,Hya,HD  92055,10 37 33.25,-13 23 04.0,4.89,159.38853109,-13.38445095,6.18,41.74,-37.83,0.75,2.8,P,159.38863537,-13.3845429,161.81229773462783,-147.34086222484993,55.415420768593265,37.45692403331325
52032, ,92000,BD+34  2145 ,14609.0,,159.46783333333332,34.07861111111111,6.42,36.0, ,LMi,HD  92000,10 37 52.28,+34 04 43.0,6.42,159.46782433,34.07861018,2.75,-18.93,5.2,0.75,1.364, ,159.46776878,34.07862282,363.6363636363637,-282.05603607925116,105.63695457988548,-203.7563036988674
52085,X,92214,BD-16  3100 ,14631.0,4171.0,159.645875,-16.876638888888888,4.91,,phi,Hya,HD  92214,10 38 35.01,-16 52 35.9,4.91,159.6458878,-16.87663687,14.52,-98.57,26.75,0.89,0.922, ,159.64563744,-16.87657185,68.87052341597796,-61.789389979014345,22.922969548042868,19.99394280054711
52098, ,92125,BD+32  2061 ,14624.0,4166.0,159.68004166666665,31.97622222222222,4.68,37.0, ,LMi,HD  92125,10 38 43.21,+31 58 34.4,4.68,159.68005265,31.97622008,6.88,0.1,7.18,0.82,0.823, ,159.68005294,31.97623753,145.34883720930233,-115.62188256342314,42.81562561171939,-76.97198811297092
52102, ,92397,CP-58  2460A,14647.0,4177.0,159.68754166666665,-59.18299999999999,4.69,,t02,Car,HD  92397,10 38 45.01,-59 10 58.8,4.69,159.68755215,-59.18299905,1.76,-14.29,0.79,0.72,1.562, ,159.68748435,-59.18299713,568.1818181818181,-272.9770949662009,101.04477678691474,487.9590528110868
52139, ,92168,BD+38  2166 ,14634.0,4168.0,159.78249999999997,37.91011111111111,5.84,38.0, ,LMi,HD  92168,10 39 07.80,+37 54 36.4,5.84,159.78248119,37.9101113,20.44,-220.38,-45.73,0.76,0.595, ,159.78180228,37.91000015,48.923679060665364,-36.221375523880916,13.339433543415222,-30.059904203603107
52154, ,92449,CP-54  3915 ,14662.0,4180.0,159.8267083333333,-55.60327777777777,4.29,,x,Vel,HD  92449,10 39 18.41,-55 36 11.8,4.29,159.82671887,-55.60327905,3.62,-18.87,4.31,0.53,1.025, ,159.82663768,-55.60326857,276.24309392265195,-146.48181274670543,53.817300751044016,227.94083358246698
52316, ,92588,BD-00  2364 ,14694.0,4182.0,160.35112499999997,-1.7411944444444445,6.25,33.0, ,Sex,HD  92588,10 41 24.27,-01 44 28.3,6.25,160.3511114,-1.74120123,29.08,-136.88,-119.1,0.83,0.88, ,160.35077855,-1.74149071,34.3878954607978,-32.37056802819821,11.557764522650485,1.044872716416603
52353, ,92424,BD+66   678 ,14688.0,4178.0,160.4865833333333,65.71647222222221,5.12,38.0, ,UMa,HD  92424,10 41 56.78,+65 42 59.3,5.12,160.48659345,65.71646212,14.58,-162.71,-75.04,0.54,1.207, ,160.48563182,65.71627973,68.58710562414267,-26.586511788524053,9.421784508891344,-62.51862462885751
52401, ,92749,BD+04  2375 ,14723.0,,160.65637499999997,3.5830277777777773,6.57,34.0, ,Sex,HD  92749,10 42 37.53,+03 34 58.9,6.57,160.65636223,3.5830244,13.95,-75.37,35.13,1.29,0.507, ,160.65617868,3.58310979,71.68458781362008,-67.50571000208764,23.69788105279911,-4.4799197236151995
52419, ,93030,CP-63  1599 ,14755.0,4199.0,160.73929166666665,-64.39447222222222,2.74,,the,Car,HD  93030,10 42 57.43,-64 23 40.1,2.74,160.73927802,-64.39447937,7.43,-18.87,12.06,0.5,-0.22, ,160.73917189,-64.39445006,134.58950201884252,-54.91021736995837,19.187021099605737,121.37157947142
52422, ,92769,BD+27  1927 ,14730.0,4189.0,160.75812499999998,26.32569444444444,5.51,40.0, ,LMi,HD  92769,10 43 01.95,+26 19 32.5,5.51,160.75811147,26.32569732,22.0,-99.56,-49.34,0.8,0.16, ,160.75784148,26.3255774,45.45454545454546,-38.464419047323645,13.426257010017315,-20.157871726255898
52452, ,92841,BD+05  2384 ,14745.0,4193.0,160.837125,4.747749999999999,5.77,35.0, ,Sex,HD  92841,10 43 20.91,+04 44 51.9,5.77,160.83711787,4.74774961,4.68,19.69,-32.96,1.13,1.168, ,160.83716589,4.7476695,213.67521367521366,-201.1427657610125,69.89921862068447,-17.685699233460586
52457, ,92825,BD+23  2253 ,14740.0,4192.0,160.85429166666663,23.188388888888884,5.08,41.0, ,LMi,HD  92825,10 43 25.03,+23 11 18.2,5.08,160.85429114,23.18838442,15.72,-116.66,8.27,0.84,0.042, ,160.85398267,23.18840452,63.613231552162844,-55.239893738137745,19.17789438019092,-25.048068497402706
52468, ,93070,CP-59  2532 ,14762.0,4200.0,160.88462499999997,-60.56663888888888,4.58,,w,Car,HD  93070,10 43 32.31,-60 33 59.9,4.58,160.88461543,-60.56662705,3.06,-15.22,3.12,0.5,1.7,P,160.88454015,-60.56661947,326.797385620915,-151.7369513893362,52.58923493136105,284.6169376566851
52478, ,92728,BD+57  1286 ,14736.0,4187.0,160.93049999999997,57.19933333333333,5.79,39.0, ,UMa,HD  92728,10 43 43.32,+57 11 57.6,5.79,160.93048735,57.19932851,8.87,17.38,-51.66,0.61,-0.038, ,160.93056533,57.19920295,112.73957158962797,-57.72154603935922,19.953472659144143,-94.76440815981374
52584, ,93102,BD+03  2408 ,14789.0,4201.0,161.28949999999998,2.488027777777777,6.27,36.0, ,Sex,HD  93102,10 45 09.48,+02 29 16.9,6.27,161.28952021,2.48802834,5.1,-48.56,-23.87,1.06,1.212, ,161.28940207,2.48797032,196.07843137254903,-185.54090984525942,62.840033258991184,-8.511888352276678
52595, ,93779,CP-79   554 ,14848.0,4231.0,161.31824999999998,-80.46952777777777,5.46,,del01,Cha,HD  93779,10 45 16.38,-80 28 10.3,5.46,161.3182296,-80.4695233,9.21,-17.4,-30.3,0.9,0.957, ,161.31797417,-80.46959695,108.57763300760043,-17.03024138906138,5.758373333657304,107.07901010148387
52633, ,93845,CP-79   556 ,14863.0,4234.0,161.44641666666664,-80.54019444444444,4.45,,del02,Cha,HD  93845,10 45 47.14,-80 32 24.7,4.45,161.44639899,-80.54020283,8.97,-37.33,6.19,0.45,-0.188, ,161.44584694,-80.54018778,111.48272017837235,-17.37051518588271,5.830162434410674,109.96668271133159
52638, ,93152,BD+31  2180 ,14798.0,4203.0,161.46629166666665,30.682388888888884,5.36,42.0, ,LMi,HD  93152,10 45 51.91,+30 40 56.6,5.36,161.46630065,30.68240198,8.64,-26.61,-36.43,0.82,-0.05, ,161.46622544,30.68231343,115.74074074074073,-94.3757340964752,31.639430383397393,-59.06002307805949
52650, ,93075,BD+57  1290 ,14793.0,,161.49949999999998,56.920805555555546,7.22,40.0, ,UMa,HD  93075,10 45 59.86,+56 55 14.9,7.11,161.49941228,56.92080295,8.99,11.04,16.47,0.72,0.311, ,161.49946144,56.92084298,111.23470522803115,-57.574125151824795,19.26459147983534,-93.20544659666649
52660, ,93244,BD+07  2356 ,14805.0,4207.0,161.52366666666666,6.373277777777777,6.38,37.0, ,Sex,HD  93244,10 46 05.68,+06 22 23.8,6.38,161.52368605,6.37327206,9.28,-6.77,-36.58,0.88,1.121, ,161.52366949,6.37318315,107.75862068965517,-101.57252159391702,33.93904397960819,-11.961792664164609
52685, ,93132,BD+58  1281 ,14802.0,4202.0,161.59391666666664,57.36605555555555,6.34,41.0, ,UMa,HD  93132,10 46 22.54,+57 21 57.8,6.34,161.59390791,57.3660545,4.31,-53.18,-57.57,0.66,1.568, ,161.59366822,57.36591457,232.01856148491882,-118.71974392322261,39.506802738458184,-195.39050082775276
52686, ,93257,BD+19  2371 ,14813.0,4208.0,161.60204166666665,18.891611111111107,5.5,51.0,m,Leo,HD  93257,10 46 24.49,+18 53 29.8,5.5,161.60202972,18.89162177,18.27,94.06,-40.64,0.79,1.134, ,161.60227135,18.89152299,54.734537493158186,-49.13920826551481,16.344494157078962,-17.721888059050375
52689, ,93291,BD+14  2294 ,14814.0,4209.0,161.60562499999995,14.194805555555554,5.49,52.0,k,Leo,HD  93291,10 46 25.35,+14 11 41.3,5.49,161.60563681,14.19480263,11.34,-125.33,-64.92,0.86,0.908, ,161.60532259,14.19464484,88.18342151675485,-81.12297831931012,26.97717785086707,-21.62429407423718
52727, ,93497,CD-48  5913 ,14842.0,4216.0,161.69216666666665,-49.42013888888888,2.69,,mu.,Vel,HD  93497,10 46 46.12,-49 25 12.5,2.69,161.69217542,-49.42012517,28.18,62.55,-53.57,0.49,0.901, ,161.69240913,-49.42025537,35.486160397445,-21.915552658529933,7.251200175187653,26.9517388575163
52737, ,93397,BD-16  3124 ,14835.0,4214.0,161.71691666666663,-17.296833333333332,5.44,,b01,Hya,HD  93397,10 46 52.06,-17 17 48.6,5.44,161.71693697,-17.29683026,14.88,-16.03,-17.91,1.51,0.112, ,161.71689616,-17.29687379,67.20430107526882,-60.9259614128748,20.12938124333654,19.98132427274726
52882, ,93636,BD+30  2072 ,14879.0,4223.0,162.23866666666663,29.416138888888884,6.15,43.0, ,LMi,HD  93636,10 48 57.28,+29 24 58.1,6.15,162.23867399,29.41614877,5.45,-80.2,-37.66,0.77,1.144, ,162.23845021,29.41605724,183.4862385321101,-152.21212893963826,48.756681930935756,-90.11910730478247
52911, ,93702,BD+11  2283 ,14889.0,4227.0,162.31429166666663,10.54525,5.32,53.0,l,Leo,HD  93702,10 49 15.43,+10 32 42.9,5.32,162.31430258,10.54526139,9.76,-4.37,-24.39,0.96,0.035, ,162.31429178,10.54520211,102.45901639344262,-95.9678485733918,30.600873378831555,-18.75123006522504
52913, ,93742,BD-03  2999 ,14891.0,4229.0,162.32208333333332,-4.023916666666666,6.61,40.0, ,Sex,HD  93742,10 49 17.30,-04 01 26.1,6.61,162.32209415,-4.02392567,10.43,-50.66,-1.96,1.17,0.211, ,162.32197071,-4.02393043,95.87727708533077,-91.12462572977914,29.04288338384784,6.727984219450978
52943, ,93813,BD-15  3138 ,14898.0,4232.0,162.4059583333333,-16.194138888888887,3.11,,nu.,Hya,HD  93813,10 49 37.43,-16 11 38.9,3.11,162.40596699,-16.19413208,23.54,92.77,199.02,0.81,1.232, ,162.40620179,-16.19364835,42.48088360237893,-38.887016568878316,12.33123753543214,11.847615576790094
52959, ,93765,BD+28  1931 ,14897.0,4230.0,162.47387499999996,27.973861111111106,6.05,44.0, ,LMi,HD  93765,10 49 53.73,+27 58 25.9,6.05,162.47388998,27.97387214,12.81,-10.54,31.22,0.75,0.399, ,162.47386097,27.97394802,78.06401249024199,-65.74278558606035,20.761582041463825,-36.61738522338153
52980, ,93903,BD-08  3018 ,14906.0,4237.0,162.57524999999998,-8.897722222222221,5.8,41.0, ,Sex,HD  93903,10 50 18.06,-08 53 51.8,5.8,162.57524733,-8.89772694,8.9,-5.33,-14.72,0.81,0.156, ,162.57523422,-8.89776272,112.35955056179776,-105.91340509617336,33.24150047223496,17.378776416579775
53043, ,93859,BD+57  1294 ,14910.0,4235.0,162.79616666666664,56.58225,5.66,43.0, ,UMa,HD  93859,10 51 11.08,+56 34 56.1,5.66,162.79617975,56.58223677,9.32,-69.47,5.46,0.63,1.132, ,162.79587316,56.58225004,107.29613733905579,-56.44833513543947,17.477817246803646,-89.55764876662387
53064, ,93875,BD+60  1296 ,14912.0,4236.0,162.849,59.32025,5.57,42.0, ,UMa,HD  93875,10 51 23.76,+59 19 12.9,5.57,162.84899001,59.32024369,12.39,-29.73,-51.2,0.66,1.16, ,162.84884839,59.32011925,80.71025020177562,-39.350211734707635,12.144057633409437,-69.41345106147172
53229,X,94264,BD+34  2172 ,14961.0,4247.0,163.32766666666663,34.215555555555554,3.79,46.0, ,LMi,HD  94264,10 53 18.64,+34 12 56.0,3.79,163.32766612,34.21556641,33.4,92.47,-286.06,0.78,1.04, ,163.32793791,34.21487112,29.940119760479043,-23.717510015165374,7.103112407830196,-16.835566045550316
53252, ,94388,BD-19  3125 ,14971.0,4251.0,163.37283333333332,-20.13813888888889,5.23,,b03,Hya,HD  94388,10 53 29.48,-20 08 17.3,5.23,163.37284019,-20.13815014,31.91,80.53,-239.09,0.75,0.48, ,163.37304867,-20.13873126,31.338138514572233,-28.192056432050357,8.418974261907543,10.789242423263183
